Date,Time,Rg,Ratm,Rn,T_soilref,Ta,RH,uref,LAI_total,LAI_green,displacement_height,z0_soil,z0_canopy,zh,zref,Rain,O3_concentration,Pesticid_concentration,Pest_soil,NH3_concentration,GammaLeaf_NH3,GammaSoil_NH3,R_litter_NH3,SWC
[dd/mm/yyy,,[W.m-2],[W.m-2],[W.m-2],[ｰ,[ｰ,[%],[m.s-1],[m2.m-2],[m2.m-2],[m],[m],[m],[m],[m],[mm],[ｵg.m-,[ｵg.m-,[ｵg.m-,[ｵg.m-,[-],[-],[s.m-1],
1/1/2012,0:00:00,,,0,,11.9,93,4.9,,,,,,,,0,26.986734,0,0,0,250,3000,0,0.250624467
1/1/2012,1:00:00,,,0,,11.7,95,4.3,,,,,,,,0,21.272562,0,0,0,250,3000,0,0.250605415
1/1/2012,2:00:00,,,0,,11.8,94,3.7,,,,,,,,0,14.972155,0,0,0,250,3000,0,0.250423353
1/1/2012,3:00:00,,,0,,11.7,96,3.5,,,,,,,,0,16.864317,0,0,0,250,3000,0,0.250379517
1/1/2012,4:00:00,,,0,,11.8,95,4.2,,,,,,,,0,24.66009,0,0,0,250,3000,0,0.250371765
1/1/2012,5:00:00,,,0,,11.9,94,4,,,,,,,,0,18.882883,0,0,0,250,3000,0,0.25035161
1/1/2012,6:00:00,,,0,,11.7,95,4.9,,,,,,,,0,19.865234,0,0,0,250,3000,0,0.250070657
1/1/2012,7:00:00,,,0,,11.6,97,3.6,,,,,,,,0.2,23.704826,0,0,0,250,3000,0,0.250297867
1/1/2012,8:00:00,,,0,,11.8,95,5,,,,,,,,0,20.980884,0,0,0,250,3000,0,0.25041762
1/1/2012,9:00:00,,,0,,11.8,95,5,,,,,,,,0,19.308355,0,0,0,250,3000,0,0.250513423
1/1/2012,10:00:00,,,27.81,,12.1,95,4.7,,,,,,,,0.2,14.251741,0,0,0,250,3000,0,0.250526215
1/1/2012,11:00:00,,,49.19,,12.3,95,5.6,,,,,,,,0,21.894387,0,0,0,250,3000,0,0.250495732
1/1/2012,12:00:00,,,59.89,,12.9,90,5.4,,,,,,,,0,16.637767,0,0,0,250,3000,0,0.250440754
1/1/2012,13:00:00,,,59.89,,13,89,5.6,,,,,,,,0,15.905811,0,0,0,250,3000,0,0.250379517
1/1/2012,14:00:00,,,34.22,,12.6,95,4.6,,,,,,,,0,30.800144,0,0,0,250,3000,0,0.250341141
1/1/2012,15:00:00,,,25.67,,12.8,94,5.2,,,,,,,,0,48.386405,0,0,0,250,3000,0,0.250169404
1/1/2012,16:00:00,,,0,,12.6,95,6.2,,,,,,,,0.2,62.234155,0,0,0,250,3000,0,0.250191177
1/1/2012,17:00:00,,,0,,12.4,94,5.5,,,,,,,,0.2,71.716806,0,0,0,250,3000,0,0.250379517
1/1/2012,18:00:00,,,0,,12.2,94,6.8,,,,,,,,0,76.840919,0,0,0,250,3000,0,0.250412177
1/1/2012,19:00:00,,,0,,11.9,94,6.3,,,,,,,,1,77.852283,0,0,0,250,3000,0,0.252083591
1/1/2012,20:00:00,,,0,,11.8,95,6.8,,,,,,,,1.2,80.316099,0,0,0,250,3000,0,0.253515482
1/1/2012,21:00:00,,,0,,11.6,93,7.5,,,,,,,,0.2,81.787799,0,0,0,250,3000,0,0.253233476
1/1/2012,22:00:00,,,0,,11.1,95,6.7,,,,,,,,1,82.550923,0,0,0,250,3000,0,0.254429183
1/1/2012,23:00:00,,,0,,10.7,94,4.4,,,,,,,,1,83.443875,0,0,0,250,3000,0,0.255505773
1/2/2012,0:00:00,,,0,,10.3,95,4.7,,,,,,,,0.8,82.909181,0,0,0,250,3000,0,0.255231143
1/2/2012,1:00:00,,,0,,10.1,96,3.2,,,,,,,,1.9,83.838108,0,0,0,250,3000,0,0.256934794
1/2/2012,2:00:00,,,0,,10,95,4.1,,,,,,,,1,84.099497,0,0,0,250,3000,0,0.256380972
1/2/2012,3:00:00,,,0,,9,93,4,,,,,,,,2.8,85.340106,0,0,0,250,3000,0,0.25911292
1/2/2012,4:00:00,,,0,,8.4,89,3.8,,,,,,,,0.6,86.221093,0,0,0,250,3000,0,0.256652611
1/2/2012,5:00:00,,,0,,8.1,90,3.3,,,,,,,,0,87.792408,0,0,0,250,3000,0,0.255212329
1/2/2012,6:00:00,,,0,,8,87,3.7,,,,,,,,0,87.960975,0,0,0,250,3000,0,0.253580488
1/2/2012,7:00:00,,,0,,7.6,90,4.3,,,,,,,,0,88.639124,0,0,0,250,3000,0,0.253240824
1/2/2012,8:00:00,,,0,,7.5,88,4.6,,,,,,,,0,88.47541,0,0,0,250,3000,0,0.252815627
1/2/2012,9:00:00,,,27.81,,7.4,90,3.5,,,,,,,,0,88.010513,0,0,0,250,3000,0,0.251947569
1/2/2012,10:00:00,,,83.42,,7.8,85,4.7,,,,,,,,0,88.269294,0,0,0,250,3000,0,0.251636829
1/2/2012,11:00:00,,,143.31,,8,82,5.7,,,,,,,,0,86.134103,0,0,0,250,3000,0,0.251349247
1/2/2012,12:00:00,,,194.64,,8.8,76,5.5,,,,,,,,0,84.324754,0,0,0,250,3000,0,0.251247728
1/2/2012,13:00:00,,,216.03,,9,68,5.9,,,,,,,,0,86.09329,0,0,0,250,3000,0,0.251167167
1/2/2012,14:00:00,,,156.14,,8.4,70,6.3,,,,,,,,0,83.4677,0,0,0,250,3000,0,0.250994341
1/2/2012,15:00:00,,,72.72,,8,72,3.9,,,,,,,,0,76.522319,0,0,0,250,3000,0,0.250805458
1/2/2012,16:00:00,,,10.69,,4.9,89,3.3,,,,,,,,1,82.744167,0,0,0,250,3000,0,0.251543582
1/2/2012,17:00:00,,,0,,4.9,84,3.4,,,,,,,,0,88.37939,0,0,0,250,3000,0,0.251704274
1/2/2012,18:00:00,,,0,,4.6,83,3.7,,,,,,,,0,89.953424,0,0,0,250,3000,0,0.251430352
1/2/2012,19:00:00,,,0,,4.3,86,3,,,,,,,,0,86.17585,0,0,0,250,3000,0,0.251441783
1/2/2012,20:00:00,,,0,,4.2,88,3.2,,,,,,,,0,74.385783,0,0,0,250,3000,0,0.251272496
1/2/2012,21:00:00,,,0,,4.3,86,3.5,,,,,,,,0,69.710703,0,0,0,250,3000,0,0.251153122
1/2/2012,22:00:00,,,0,,4.4,85,3.5,,,,,,,,0,68.18729,0,0,0,250,3000,0,0.250888008
1/2/2012,23:00:00,,,0,,4,88,3.5,,,,,,,,0,67.99442,0,0,0,250,3000,0,0.250877122
1/3/2012,0:00:00,,,0,,4.1,88,3.9,,,,,,,,0,60.604255,0,0,0,250,3000,0,0.250808363
1/3/2012,1:00:00,,,0,,3.7,91,3,,,,,,,,0,70.140775,0,0,0,250,3000,0,0.250434989
1/3/2012,2:00:00,,,0,,4,91,4.4,,,,,,,,0,65.07638,0,0,0,250,3000,0,0.250210496
1/3/2012,3:00:00,,,0,,4.8,90,4.7,,,,,,,,0,49.488267,0,0,0,250,3000,0,0.250259744
1/3/2012,4:00:00,,,0,,5.7,90,6.1,,,,,,,,0,44.782731,0,0,0,250,3000,0,0.250190342
1/3/2012,5:00:00,,,0,,5.6,93,4.6,,,,,,,,0.2,26.899828,0,0,0,250,3000,0,0.250577944
1/3/2012,6:00:00,,,0,,6.4,92,5.7,,,,,,,,0.2,30.415289,0,0,0,250,3000,0,0.251230394
1/3/2012,7:00:00,,,0,,7.1,90,7.6,,,,,,,,0,28.504054,0,0,0,250,3000,0,0.251306567
1/3/2012,8:00:00,,,0,,7.6,91,8,,,,,,,,0,28.049572,0,0,0,250,3000,0,0.251294625
1/3/2012,9:00:00,,,0,,8.1,94,7.2,,,,,,,,0,19.873298,0,0,0,250,3000,0,0.251326741
1/3/2012,10:00:00,,,10.69,,8.7,94,6.6,,,,,,,,0,21.79812,0,0,0,250,3000,0,0.251295094
1/3/2012,11:00:00,,,34.22,,9.6,92,7.5,,,,,,,,0,21.826517,0,0,0,250,3000,0,0.251396954
1/3/2012,12:00:00,,,59.89,,10.6,88,8,,,,,,,,0,21.397945,0,0,0,250,3000,0,0.251605628
1/3/2012,13:00:00,,,53.47,,10.8,89,7.8,,,,,,,,0,15.787087,0,0,0,250,3000,0,0.251599368
1/3/2012,14:00:00,,,42.78,,11.4,85,9.3,,,,,,,,0,19.137295,0,0,0,250,3000,0,0.251396331
1/3/2012,15:00:00,,,10.69,,11.1,89,8.3,,,,,,,,0,16.560665,0,0,0,250,3000,0,0.251236842
1/3/2012,16:00:00,,,2.14,,11.2,91,7.6,,,,,,,,0,30.07791,0,0,0,250,3000,0,0.251149748
1/3/2012,17:00:00,,,0,,11.8,90,7.9,,,,,,,,0,56.522259,0,0,0,250,3000,0,0.251098581
1/3/2012,18:00:00,,,0,,11.6,94,6.3,,,,,,,,1.4,68.176629,0,0,0,250,3000,0,0.252476798
1/3/2012,19:00:00,,,0,,10.7,84,4.6,,,,,,,,2.6,73.090908,0,0,0,250,3000,0,0.257627634
1/3/2012,20:00:00,,,0,,9.7,76,4.6,,,,,,,,0.2,74.69052,0,0,0,250,3000,0,0.25567424
1/3/2012,21:00:00,,,0,,9.5,77,3.4,,,,,,,,0,75.61074,0,0,0,250,3000,0,0.25393376
1/3/2012,22:00:00,,,0,,9.1,77,3.6,,,,,,,,0,76.321991,0,0,0,250,3000,0,0.25350918
1/3/2012,23:00:00,,,0,,8.8,80,3.7,,,,,,,,0,74.62634,0,0,0,250,3000,0,0.252748088
1/4/2012,0:00:00,,,0,,8.3,82,3.8,,,,,,,,0,73.709238,0,0,0,250,3000,0,0.252320525
1/4/2012,1:00:00,,,0,,8.1,75,5.1,,,,,,,,0,78.561665,0,0,0,250,3000,0,0.252055112
1/4/2012,2:00:00,,,0,,7.5,70,4.8,,,,,,,,0,76.144627,0,0,0,250,3000,0,0.251726742
1/4/2012,3:00:00,,,0,,7,75,5.2,,,,,,,,0,72.995616,0,0,0,250,3000,0,0.251574056
1/4/2012,4:00:00,,,0,,6.6,75,4.7,,,,,,,,0,55.849339,0,0,0,250,3000,0,0.25149785
1/4/2012,5:00:00,,,0,,6.4,78,4.4,,,,,,,,0,56.533631,0,0,0,250,3000,0,0.25139742
1/4/2012,6:00:00,,,0,,5.9,80,3.9,,,,,,,,0,0,0,0,0,250,3000,0,0.251291851
1/4/2012,7:00:00,,,0,,5.5,83,2.7,,,,,,,,0,0,0,0,0,250,3000,0,0.250992727
1/4/2012,8:00:00,,,0,,5.4,80,3.1,,,,,,,,0,86.553342,0,0,0,250,3000,0,0.250558499
1/4/2012,9:00:00,,,,,5.8,78,3.4,,,,,,,,0,90.478644,0,0,0,250,3000,0,0.250182366
1/4/2012,10:00:00,,,121.92,,6.9,70,4.4,,,,,,,,0,87.440326,0,0,0,250,3000,0,0.25007576
1/4/2012,11:00:00,,,186.08,,7.9,68,5,,,,,,,,0,80.473159,0,0,0,250,3000,0,0.250070316
1/4/2012,12:00:00,,,220.31,,8.6,66,5.8,,,,,,,,0,70.129202,0,0,0,250,3000,0,0.250063784
1/4/2012,13:00:00,,,175.39,,8.5,69,5.2,,,,,,,,0,66.922803,0,0,0,250,3000,0,0.249992476
1/4/2012,14:00:00,,,109.08,,8.6,71,4.7,,,,,,,,0,59.041985,0,0,0,250,3000,0,0.249839791
1/4/2012,15:00:00,,,49.19,,8.1,77,4.8,,,,,,,,0,56.063755,0,0,0,250,3000,0,0.249822917
1/4/2012,16:00:00,,,6.42,,8.2,74,5.6,,,,,,,,0,54.89346,0,0,0,250,3000,0,0.249809308
1/4/2012,17:00:00,,,0,,7.7,78,4.5,,,,,,,,0,57.797709,0,0,0,250,3000,0,0.24961607
1/4/2012,18:00:00,,,0,,7.7,77,6.1,,,,,,,,0,59.508023,0,0,0,250,3000,0,0.249577967
1/4/2012,19:00:00,,,0,,7.7,77,5.2,,,,,,,,0,54.024424,0,0,0,250,3000,0,0.249577967
1/4/2012,20:00:00,,,0,,7.7,76,6.5,,,,,,,,0,51.672697,0,0,0,250,3000,0,0.249573612
1/4/2012,21:00:00,,,0,,8,77,6.4,,,,,,,,0,51.535458,0,0,0,250,3000,0,0.249521628
1/4/2012,22:00:00,,,0,,8.3,77,6.7,,,,,,,,0,50.847748,0,0,0,250,3000,0,0.249454413
1/4/2012,23:00:00,,,0,,8.5,78,7.7,,,,,,,,0,44.287651,0,0,0,250,3000,0,0.249219835
1/5/2012,0:00:00,,,0,,8.5,80,7.4,,,,,,,,0,42.85203,0,0,0,250,3000,0,0.248918716
1/5/2012,1:00:00,,,0,,8.3,85,7.1,,,,,,,,0,39.087046,0,0,0,250,3000,0,0.248700466
1/5/2012,2:00:00,,,0,,8.4,85,8,,,,,,,,0,37.754644,0,0,0,250,3000,0,0.24863535
1/5/2012,3:00:00,,,0,,8,92,7.6,,,,,,,,0.2,36.552401,0,0,0,250,3000,0,0.248646978
1/5/2012,4:00:00,,,0,,8.5,87,8.1,,,,,,,,0,31.900147,0,0,0,250,3000,0,0.248695814
1/5/2012,5:00:00,,,0,,8.9,86,9.1,,,,,,,,0,29.676218,0,0,0,250,3000,0,0.248671009
1/5/2012,6:00:00,,,0,,9.1,86,8.4,,,,,,,,0,29.705597,0,0,0,250,3000,0,0.248736899
1/5/2012,7:00:00,,,0,,9,89,7.7,,,,,,,,0,30.665739,0,0,0,250,3000,0,0.248645714
1/5/2012,8:00:00,,,0,,8.9,93,8.1,,,,,,,,0.4,28.694617,0,0,0,250,3000,0,0.249379013
1/5/2012,9:00:00,,,0,,9.2,94,7.7,,,,,,,,0.8,27.051472,0,0,0,250,3000,0,0.251033312
1/5/2012,10:00:00,,,14.97,,9.7,94,7,,,,,,,,0.2,24.341011,0,0,0,250,3000,0,0.252076392
1/5/2012,11:00:00,,,34.22,,10.9,87,6.6,,,,,,,,0.4,26.456431,0,0,0,250,3000,0,0.252437012
1/5/2012,12:00:00,,,74.86,,11.7,80,8.5,,,,,,,,0,28.350259,0,0,0,250,3000,0,0.252319436
1/5/2012,13:00:00,,,124.06,,10.4,83,8.8,,,,,,,,0.2,20.041451,0,0,0,250,3000,0,0.252199683
1/5/2012,14:00:00,,,57.75,,10,72,7.1,,,,,,,,0.6,10.439378,0,0,0,250,3000,0,0.25242422
1/5/2012,15:00:00,,,77,,9.8,58,7.3,,,,,,,,0,13.83216,0,0,0,250,3000,0,0.252196689
1/5/2012,16:00:00,,,14.97,,9.2,60,5.5,,,,,,,,0,28.279585,0,0,0,250,3000,0,0.251657482
1/5/2012,17:00:00,,,0,,9.1,64,5.7,,,,,,,,0,39.429298,0,0,0,250,3000,0,0.251361766
1/5/2012,18:00:00,,,0,,8.8,62,6.5,,,,,,,,0,48.853326,0,0,0,250,3000,0,0.251232215
1/5/2012,19:00:00,,,0,,8.3,68,5.5,,,,,,,,0,54.047971,0,0,0,250,3000,0,0.250826783
1/5/2012,20:00:00,,,0,,7.5,68,4.1,,,,,,,,0,56.020327,0,0,0,250,3000,0,0.250287693
1/5/2012,21:00:00,,,0,,7.4,70,3.5,,,,,,,,0,54.300769,0,0,0,250,3000,0,0.250175264
1/5/2012,22:00:00,,,0,,7.1,71,3.8,,,,,,,,0,58.411977,0,0,0,250,3000,0,0.249820467
1/5/2012,23:00:00,,,0,,6.8,72,3.6,,,,,,,,0,54.101752,0,0,0,250,3000,0,0.249794883
1/6/2012,0:00:00,,,0,,6.6,72,2.9,,,,,,,,0,60.761109,0,0,0,250,3000,0,0.249794883
1/6/2012,1:00:00,,,0,,6.2,77,1.9,,,,,,,,0,60.288004,0,0,0,250,3000,0,0.24970779
1/6/2012,2:00:00,,,0,,5.6,79,1.7,,,,,,,,0,65.745506,0,0,0,250,3000,0,0.249700442
1/6/2012,3:00:00,,,0,,6.2,77,2.1,,,,,,,,0,63.615251,0,0,0,250,3000,0,0.249700442
1/6/2012,4:00:00,,,0,,5.8,79,2.4,,,,,,,,0,68.684152,0,0,0,250,3000,0,0.249687378
1/6/2012,5:00:00,,,0,,5.3,82,2.2,,,,,,,,0,65.222623,0,0,0,250,3000,0,0.249367372
1/6/2012,6:00:00,,,0,,5.4,80,2.7,,,,,,,,0,67.564841,0,0,0,250,3000,0,0.248816579
1/6/2012,7:00:00,,,0,,4.6,81,2.4,,,,,,,,0,67.395227,0,0,0,250,3000,0,0.248487563
1/6/2012,8:00:00,,,0,,4.4,82,2.8,,,,,,,,0,72.139606,0,0,0,250,3000,0,0.24813012
1/6/2012,9:00:00,,,,,5.2,79,1.8,,,,,,,,0,69.773612,0,0,0,250,3000,0,0.248041839
1/6/2012,10:00:00,,,121.92,,6.3,75,3.3,,,,,,,,0,68.171663,0,0,0,250,3000,0,
1/6/2012,11:00:00,,,175.39,,7.1,72,3,,,,,,,,0,61.872271,0,0,0,250,3000,0,
1/6/2012,12:00:00,,,175.39,,7.2,69,3.5,,,,,,,,0,59.413252,0,0,0,250,3000,0,
1/6/2012,13:00:00,,,192.5,,8.2,65,2.9,,,,,,,,0,59.887522,0,0,0,250,3000,0,
1/6/2012,14:00:00,,,213.89,,8,60,3.8,,,,,,,,0,57.526569,0,0,0,250,3000,0,
1/6/2012,15:00:00,,,130.47,,7.6,61,3.1,,,,,,,,0,53.34948,0,0,0,250,3000,0,
1/6/2012,16:00:00,,,34.22,,6.5,69,2,,,,,,,,0,55.645608,0,0,0,250,3000,0,
1/6/2012,17:00:00,,,0,,5.3,75,2.3,,,,,,,,0,52.437098,0,0,0,250,3000,0,
1/6/2012,18:00:00,,,0,,4.7,77,1.8,,,,,,,,0,50.05328,0,0,0,250,3000,0,
1/6/2012,19:00:00,,,0,,4.2,80,2.2,,,,,,,,0,43.978223,0,0,0,250,3000,0,
1/6/2012,20:00:00,,,0,,3.8,81,1.8,,,,,,,,0,41.17359,0,0,0,250,3000,0,
1/6/2012,21:00:00,,,0,,4.3,81,2.8,,,,,,,,0,41.230189,0,0,0,250,3000,0,
1/6/2012,22:00:00,,,0,,4.8,81,2.2,,,,,,,,0,25.300718,0,0,0,250,3000,0,
1/6/2012,23:00:00,,,0,,4.6,85,2.4,,,,,,,,0,27.412863,0,0,0,250,3000,0,
1/7/2012,0:00:00,,,0,,4.8,89,2.4,,,,,,,,0,25.803235,0,0,0,250,3000,0,
1/7/2012,1:00:00,,,0,,5.6,89,2.9,,,,,,,,0,28.625608,0,0,0,250,3000,0,
1/7/2012,2:00:00,,,0,,6.2,91,4.2,,,,,,,,0,27.076979,0,0,0,250,3000,0,
1/7/2012,3:00:00,,,0,,5.9,94,2.8,,,,,,,,0,20.169948,0,0,0,250,3000,0,
1/7/2012,4:00:00,,,0,,7,92,3.9,,,,,,,,0,17.949248,0,0,0,250,3000,0,
1/7/2012,5:00:00,,,0,,7.5,95,4.6,,,,,,,,0,17.403453,0,0,0,250,3000,0,
1/7/2012,6:00:00,,,0,,7.9,94,5.6,,,,,,,,0,20.869268,0,0,0,250,3000,0,
1/7/2012,7:00:00,,,0,,8.1,94,4.2,,,,,,,,0,16.508225,0,0,0,250,3000,0,
1/7/2012,8:00:00,,,0,,8.3,95,3.9,,,,,,,,0,20.878213,0,0,0,250,3000,0,
1/7/2012,9:00:00,,,2.14,,8.7,95,3.9,,,,,,,,0,20.885608,0,0,0,250,3000,0,
1/7/2012,10:00:00,,,19.25,,9,95,3.7,,,,,,,,0,11.887732,0,0,0,250,3000,0,
1/7/2012,11:00:00,,,40.64,,9.6,94,3.4,,,,,,,,0.2,13.190479,0,0,0,250,3000,0,
1/7/2012,12:00:00,,,85.56,,10.4,90,3.5,,,,,,,,0,21.332298,0,0,0,250,3000,0,
1/7/2012,13:00:00,,,66.31,,10.5,88,3.8,,,,,,,,0,12.337353,0,0,0,250,3000,0,
1/7/2012,14:00:00,,,64.17,,10.9,78,3.5,,,,,,,,0,1.63236,0,0,0,250,3000,0,
1/7/2012,15:00:00,,,68.44,,10.4,70,4.5,,,,,,,,0,1.095517,0,0,0,250,3000,0,
1/7/2012,16:00:00,,,8.56,,9.9,70,4.5,,,,,,,,0,10.873024,0,0,0,250,3000,0,
1/7/2012,17:00:00,,,0,,9.2,73,3,,,,,,,,0,22.142888,0,0,0,250,3000,0,
1/7/2012,18:00:00,,,0,,8.7,77,2.7,,,,,,,,0,31.965072,0,0,0,250,3000,0,
1/7/2012,19:00:00,,,0,,8.5,78,2.8,,,,,,,,0,40.39745,0,0,0,250,3000,0,
1/7/2012,20:00:00,,,0,,8.5,74,3.4,,,,,,,,0,44.622944,0,0,0,250,3000,0,
1/7/2012,21:00:00,,,0,,8.2,75,3.4,,,,,,,,0,49.82698,0,0,0,250,3000,0,
1/7/2012,22:00:00,,,0,,7.7,81,2.6,,,,,,,,0,55.622372,0,0,0,250,3000,0,
1/7/2012,23:00:00,,,0,,7.7,77,3,,,,,,,,0,57.775059,0,0,0,250,3000,0,
1/8/2012,0:00:00,,,0,,7.7,78,2.8,,,,,,,,0,62.914938,0,0,0,250,3000,0,
1/8/2012,1:00:00,,,0,,7.4,82,2.6,,,,,,,,0,62.460474,0,0,0,250,3000,0,
1/8/2012,2:00:00,,,0,,7.2,84,2.7,,,,,,,,0,72.017402,0,0,0,250,3000,0,
1/8/2012,3:00:00,,,0,,7.2,83,2.6,,,,,,,,0,77.406943,0,0,0,250,3000,0,
1/8/2012,4:00:00,,,0,,7.1,83,2.6,,,,,,,,0,76.092033,0,0,0,250,3000,0,
1/8/2012,5:00:00,,,0,,7.1,83,2.3,,,,,,,,0,77.762858,0,0,0,250,3000,0,
1/8/2012,6:00:00,,,0,,6.8,87,3.1,,,,,,,,0,80.373665,0,0,0,250,3000,0,
1/8/2012,7:00:00,,,0,,6.9,84,2.5,,,,,,,,0,78.337749,0,0,0,250,3000,0,
1/8/2012,8:00:00,,,0,,6.8,85,2.8,,,,,,,,0,78.535935,0,0,0,250,3000,0,
1/8/2012,9:00:00,,,0,,6.8,85,2,,,,,,,,0,78.133069,0,0,0,250,3000,0,
1/8/2012,10:00:00,,,19.25,,6.8,86,3.1,,,,,,,,0,71.554653,0,0,0,250,3000,0,
1/8/2012,11:00:00,,,36.36,,7.2,81,2.4,,,,,,,,0,57.451343,0,0,0,250,3000,0,
1/8/2012,12:00:00,,,53.47,,7.4,80,2.6,,,,,,,,0,59.12146,0,0,0,250,3000,0,
1/8/2012,13:00:00,,,49.19,,7.5,81,1.9,,,,,,,,0,48.717793,0,0,0,250,3000,0,
1/8/2012,14:00:00,,,36.36,,7.6,81,2.4,,,,,,,,0,48.444934,0,0,0,250,3000,0,
1/8/2012,15:00:00,,,29.94,,7.6,80,2.2,,,,,,,,0,45.052083,0,0,0,250,3000,0,
1/8/2012,16:00:00,,,2.14,,7.5,80,1.8,,,,,,,,0,49.951058,0,0,0,250,3000,0,
1/8/2012,17:00:00,,,0,,7.4,81,1.5,,,,,,,,0,47.30458,0,0,0,250,3000,0,
1/8/2012,18:00:00,,,0,,7.5,78,2,,,,,,,,0,46.63313,0,0,0,250,3000,0,
1/8/2012,19:00:00,,,0,,7.4,78,1.8,,,,,,,,0,40.879027,0,0,0,250,3000,0,
1/8/2012,20:00:00,,,0,,7.4,77,1.6,,,,,,,,0,55.53986,0,0,0,250,3000,0,
1/8/2012,21:00:00,,,0,,7.4,74,1.5,,,,,,,,0,57.220828,0,0,0,250,3000,0,
1/8/2012,22:00:00,,,0,,7.1,76,1.3,,,,,,,,0,50.410332,0,0,0,250,3000,0,
1/8/2012,23:00:00,,,0,,6.9,77,1.5,,,,,,,,0,50.648414,0,0,0,250,3000,0,
1/9/2012,0:00:00,,,0,,7,76,1.7,,,,,,,,0,49.269207,0,0,0,250,3000,0,
1/9/2012,1:00:00,,,0,,6.9,81,1.6,,,,,,,,0,49.218626,0,0,0,250,3000,0,
1/9/2012,2:00:00,,,0,,6.7,84,1.3,,,,,,,,0,39.638183,0,0,0,250,3000,0,
1/9/2012,3:00:00,,,0,,6.9,86,1.4,,,,,,,,0,34.744938,0,0,0,250,3000,0,
1/9/2012,4:00:00,,,0,,7,87,2,,,,,,,,0,30.968135,0,0,0,250,3000,0,
1/9/2012,5:00:00,,,0,,7.2,89,1.8,,,,,,,,0,29.795853,0,0,0,250,3000,0,
1/9/2012,6:00:00,,,0,,7.2,93,2.6,,,,,,,,0,24.647641,0,0,0,250,3000,0,
1/9/2012,7:00:00,,,0,,7.4,95,1.1,,,,,,,,0,31.841596,0,0,0,250,3000,0,
1/9/2012,8:00:00,,,0,,7.5,95,2.2,,,,,,,,0,24.334642,0,0,0,250,3000,0,
1/9/2012,9:00:00,,,12.83,,7.7,97,2.1,,,,,,,,0,25.244649,0,0,0,250,3000,0,
1/9/2012,10:00:00,,,53.47,,8,97,2.8,,,,,,,,0,25.690637,0,0,0,250,3000,0,
1/9/2012,11:00:00,,,98.39,,8.6,95,1.5,,,,,,,,0,17.597128,0,0,0,250,3000,0,
1/9/2012,12:00:00,,,134.75,,9.8,86,1.6,,,,,,,,0,19.493967,0,0,0,250,3000,0,
1/9/2012,13:00:00,,,168.97,,11,77,2.4,,,,,,,,0,33.427841,0,0,0,250,3000,0,
1/9/2012,14:00:00,,,121.92,,10.9,77,2.3,,,,,,,,0,40.465108,0,0,0,250,3000,0,
1/9/2012,15:00:00,,,74.86,,11,72,2.4,,,,,,,,0,46.659707,0,0,0,250,3000,0,
1/9/2012,16:00:00,,,14.97,,10.7,74,2.5,,,,,,,,0,56.542372,0,0,0,250,3000,0,
1/9/2012,17:00:00,,,0,,9.8,79,1.5,,,,,,,,0,56.971998,0,0,0,250,3000,0,
1/9/2012,18:00:00,,,0,,9.4,85,1.1,,,,,,,,0,60.925565,0,0,0,250,3000,0,
1/9/2012,19:00:00,,,0,,9.4,87,2.8,,,,,,,,0,62.965857,0,0,0,250,3000,0,
1/9/2012,20:00:00,,,0,,9.1,89,2.1,,,,,,,,0,62.22221,0,0,0,250,3000,0,
1/9/2012,21:00:00,,,0,,8,92,2.1,,,,,,,,0,61.53065,0,0,0,250,3000,0,
1/9/2012,22:00:00,,,0,,7.5,95,1.4,,,,,,,,0,66.138114,0,0,0,250,3000,0,
1/9/2012,23:00:00,,,0,,7.5,97,1.6,,,,,,,,0,72.628225,0,0,0,250,3000,0,
1/10/2012,0:00:00,,,0,,7.4,96,1.5,,,,,,,,0,76.772931,0,0,0,250,3000,0,
1/10/2012,1:00:00,,,0,,7.5,97,1.4,,,,,,,,0,77.273904,0,0,0,250,3000,0,
1/10/2012,2:00:00,,,0,,7.6,97,1.6,,,,,,,,0,78.519359,0,0,0,250,3000,0,
1/10/2012,3:00:00,,,0,,7.7,96,1.6,,,,,,,,0,79.431707,0,0,0,250,3000,0,
1/10/2012,4:00:00,,,0,,7.8,97,1.5,,,,,,,,0,80.099786,0,0,0,250,3000,0,
1/10/2012,5:00:00,,,0,,7.8,97,1.4,,,,,,,,0,79.91691,0,0,0,250,3000,0,
1/10/2012,6:00:00,,,0,,7.7,97,1.6,,,,,,,,0,79.8655,0,0,0,250,3000,0,
1/10/2012,7:00:00,,,0,,8,95,1.3,,,,,,,,0,79.671164,0,0,0,250,3000,0,
1/10/2012,8:00:00,,,0,,7.9,97,0.8,,,,,,,,0,79.707149,0,0,0,250,3000,0,
1/10/2012,9:00:00,,,14.97,,8.3,96,1.4,,,,,,,,0,78.977127,0,0,0,250,3000,0,
1/10/2012,10:00:00,,,51.33,,8.9,94,0.9,,,,,,,,0,77.893005,0,0,0,250,3000,0,
1/10/2012,11:00:00,,,81.28,,9.3,93,1.7,,,,,,,,0,67.134391,0,0,0,250,3000,0,
1/10/2012,12:00:00,,,91.97,,9.5,90,2,,,,,,,,0,67.407205,0,0,0,250,3000,0,
1/10/2012,13:00:00,,,77,,9.3,93,1.6,,,,,,,,0,59.959292,0,0,0,250,3000,0,
1/10/2012,14:00:00,,,85.56,,9.8,84,1.3,,,,,,,,0,61.897753,0,0,0,250,3000,0,
